Product code,Product label,Germany's imports from United States of America-Value in 2012,Germany's imports from United States of America-Value in 2013,Germany's imports from United States of America-Value in 2014,Germany's imports from United States of America-Value in 2015,Germany's imports from United States of America-Value in 2016,Germany's imports from United States of America-Value in 2017,Germany's imports from United States of America-Value in 2018,Germany's imports from United States of America-Value in 2019,Germany's imports from United States of America-Value in 2020,Germany's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",9086,12925,15707,16129,16935,23872,23107,22575,19546,24415,,125770,145979,173645,190622,194073,210961,174846,131787,97164,119123,,40516,46360,44727,42502,41419,49223,53645,49511,42092,50760
841410,Vacuum pumps,26797,23076,22591,17261,17556,27027,30533,29924,29916,24406,,286092,308230,312927,298276,324765,303953,343106,367000,335609,376154,,264432,288626,292596,251629,256139,290960,319197,333983,305024,364704
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",28396,34675,37229,27157,25927,32913,28412,34293,25937,24365,,282979,246292,206281,205193,185795,233051,239199,164525,197375,231211,,184546,187360,190016,147588,150645,187832,210507,155896,138548,167436
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",5881,10903,11715,11886,13152,10983,15897,15990,18746,24269,,83700,101088,120764,117781,110788,111651,123429,118681,137726,162833,,25788,33216,36692,31637,36341,57632,48915,45358,54427,81744
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",34631,26335,24167,18543,10279,11137,13426,12088,20620,24255,,975516,891348,1075596,990998,522963,399904,445762,540489,490020,445871,,76145,72236,91141,79714,62765,63964,65971,53288,79260,64907
903010,Instruments and apparatus for measuring or detecting ionising radiations,37172,45047,36566,29699,19724,29657,34689,33497,30561,23925,,550656,496833,399402,376461,334987,344680,469402,633196,667556,599698,,51533,56501,44630,44350,31733,47485,60346,66408,65024,62081
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",5086,13624,20061,23233,8579,12189,29574,39119,44229,23626,,59376,100285,106898,127349,135724,150260,140849,155946,134215,116138,,39980,41523,55717,83797,110822,103348,142525,123459,99642,89320
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",20654,24811,22812,23305,25447,23164,27954,24824,20353,23544,,528839,486507,369781,395925,373868,462920,565365,697195,475335,595677,,209358,224522,232912,193659,200660,231177,237468,232017,236756,207679
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),28065,39923,54089,27898,32106,21706,33865,35818,25167,23533,,1228774,1321118,1250161,1421973,1355786,1448411,1497688,1525128,1165972,1333448,,461475,581677,637113,535474,645965,608645,702821,783591,675085,818825
854420,"Coaxial cable and other coaxial electric conductors, insulated",14697,13060,16723,16184,16526,19394,22345,22555,25349,23532,,660935,589382,611416,627526,599312,543591,579799,527807,473311,534956,,215577,220945,252259,241237,225819,271219,295371,249953,225893,264979
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",7678,12288,4861,6718,14790,13717,16078,25464,19671,23527,,59327,102016,117326,113520,128364,110645,135574,134922,109283,97171,,21519,23454,22034,15671,22083,17883,21696,27697,20564,24753
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,51878,39997,12866,46263,20813,57515,29686,52329,35748,23513,,1241508,997969,785232,720361,621586,682309,922597,954447,723395,1000029,,103843,150028,81404,99578,41590,103807,94649,91522,77956,103421
220870,Liqueurs and cordials,6349,12808,8929,6005,11033,11685,14950,16991,26173,23435,,117265,127759,114170,117979,124110,145872,153368,148017,116615,136203,,328555,359916,322795,266695,292428,313851,315637,323497,272295,294205
750890,"Articles of nickel, n.e.s.",5065,5718,8302,27815,30093,36572,39068,37034,24700,23289,,383313,449184,504895,457928,383961,380644,649339,891951,614576,684252,,25592,26866,32682,47183,55945,70850,78035,79578,54932,76272
853110,Burglar or fire alarms and similar apparatus,17099,15697,11671,16493,19093,18246,26602,31928,22425,23055,,368528,338775,357139,328610,322968,323070,342886,361856,301397,318624,,320856,366352,451508,506666,544232,531728,537968,491815,528167,492079
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",13796,12291,15403,16702,29012,25897,21448,20436,17410,23051,,303797,358825,318972,318666,292636,320905,293519,341753,342114,360038,,153926,165816,197266,173147,186819,197865,193682,183318,197189,239057
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",5696,11254,12721,15091,14241,14646,20366,18306,14679,22997,,75226,75371,101198,128717,118297,130016,153629,178355,178104,279983,,20356,28474,30701,29262,27262,31259,40130,43857,40055,52728
870130,Track-laying tractors (excluding pedestrian-controlled),9256,9986,6085,7878,14547,15532,15372,13892,18596,22956,,1781036,840493,705300,711997,559926,679115,866671,869000,652412,835623,,17992,30630,24553,18012,21839,26103,26878,21229,29565,34853
848350,"Flywheels and pulleys, incl. pulley blocks",11876,15792,12495,12225,13129,16616,18094,16411,16436,22732,,367052,409588,1155294,1152708,715732,420728,458746,436407,336773,374575,,789207,856101,948338,929836,919664,986052,1058957,948405,821559,878802
260300,Copper ores and concentrates,1130,18,38777,4,13,18,59,37,152,22717,,2396482,2601448,3238020,3082725,2412905,1715166,1815055,2325251,2353130,2924570,,3023772,2383310,2578369,2080675,1634060,2222252,2311121,1925161,2420678,3055965
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,1295,1340,1495,1211,22597,,0,0,0,0,0,277823,615962,697760,645789,622484,,0,0,0,0,0,66566,88103,80725,73220,89546
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),17156,21408,24190,18374,12877,9627,18188,19275,17259,22457,,382366,413282,428675,407791,391335,444145,431454,415595,344628,349395,,40652,44477,54464,43005,35984,38824,46883,66818,57004,54600
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",20703,24705,14851,12610,13892,11705,13285,23821,554860,22411,,1276331,2022016,744980,824384,413810,281413,209260,213070,252633,307692,,1766433,1758539,1715635,2891204,3737142,4349462,3863964,5228578,5051082,4680937
848110,Pressure-reducing valves,21632,27056,19342,19249,19801,19067,21511,23311,19357,22390,,422910,461417,430269,421664,393631,414348,431262,417501,363657,375006,,175244,179500,187521,172612,196683,232651,249035,232618,217067,263497
292910,Isocyanates,19631,16739,19003,21458,18275,15161,21474,17239,27537,22289,,523122,517594,551495,439997,427311,570745,634389,379209,322532,436865,,276360,315519,271190,258176,211425,299715,377674,263999,202780,238818
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",13195,16096,21742,16881,8735,9124,10671,15324,14883,22230,,6854847,6292146,6424973,4615603,2268912,1838672,2068254,2647622,1483018,1437649,,117568,129059,134966,114460,85499,64130,80490,90815,76667,101707
281810,"Corundum, artificial, whether or not chemically defined",15499,14840,17069,14355,14459,17679,18384,17307,11245,22100,,67998,77684,71344,55422,51203,60133,67513,61810,39460,62060,,143547,155317,159331,130166,142857,159256,197419,164582,120868,171095
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",15295,13726,12067,14931,13011,17875,25461,27506,23958,22079,,344660,296821,323488,339983,340882,341045,354962,389021,370010,422294,,136119,130719,124523,116157,127168,185205,216841,235510,219720,225302
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",6156,7589,11489,14080,12110,12698,15913,19809,18010,21930,,1109319,1046041,989951,783875,635200,683368,685108,707574,604112,617198,,315953,338711,310303,296312,270847,286733,358694,340088,287815,361991
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",18654,17162,19433,20258,19625,27711,27180,14921,14499,21915,,945689,954434,1016897,1106551,1139566,1272191,1120497,1203451,1013260,1324251,,203908,220142,227247,203367,232858,280087,353895,323091,328141,392022
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),142435,72871,119154,78118,93993,70336,42671,25687,16386,21727,,557256,588945,403514,330685,239475,219220,241998,140987,76345,165833,,482778,512583,663474,767894,715012,526982,359299,443718,386319,367621
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",20365,21713,23360,20246,21451,22959,23044,16949,18500,21547,,609858,762799,1002275,910270,1020264,1271768,1160523,849457,785586,981346,,82736,85407,93149,88939,105892,107684,107028,92780,94118,112126
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",13736,11946,12922,15260,14567,16093,17870,19249,16736,21339,,92867,93245,74850,80931,81091,88103,94605,108497,124124,146608,,34145,30926,29716,31459,29387,33451,38547,39209,41428,49471
903020,Oscilloscopes and oscillographs,20514,17060,17380,16299,15161,19688,25407,26508,20276,21292,,154924,106223,94652,114221,120730,124411,170424,180203,141892,147348,,61194,60148,57901,62507,59688,65258,62081,85265,86448,93090
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,18072,13634,13513,13785,13347,19011,18626,22866,14724,21220,,350997,345324,383701,348233,334433,377161,423303,431518,332367,358694,,120990,138464,197229,187914,258355,178477,204081,232528,249605,416358
848420,Mechanical seals,14012,12636,13666,13146,16442,18695,20010,21466,17337,21213,,266408,282746,321422,332351,304328,344068,351659,358544,461272,702515,,250026,281633,321851,267989,283553,323698,331152,286348,242163,294930
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",2254,3541,8927,12049,15458,21308,24621,21723,25071,21044,,80189,96494,111875,140690,172336,183999,192252,188193,189335,188461,,7121,11534,20936,27477,35965,42045,44911,58478,64043,60373
292800,Organic derivatives of hydrazine or of hydroxylamine,2505,6506,8286,8553,6263,7722,7938,6760,13328,20917,,87388,73819,80707,90729,37188,41786,40347,45615,49370,68618,,186460,184416,185886,154707,126505,158007,198434,153856,177588,166429
280429,Rare gases (excluding argon),13632,15598,6796,13888,11745,20840,13230,15065,25784,20783,,430187,453615,410674,487025,450989,412681,375228,400585,461063,380311,,112406,121189,101630,85400,98866,109248,102204,109435,138181,95998
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",7266,12080,5578,3734,10236,11494,10199,18335,21564,20777,,60829,58683,75137,90107,120566,153995,178675,196653,207581,271988,,13469,16660,11048,9309,12942,16282,14739,22439,26381,26669
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",33744,37249,37117,32439,10544,23072,28750,28635,16579,20683,,574479,742580,855792,684785,534520,570472,614080,563491,644833,764553,,647779,734307,778915,709868,662068,593383,644218,613927,452301,604597
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",19798,14957,13127,15586,18844,15537,20019,16903,17740,20663,,2016385,2464890,2669666,2890633,2819460,2568560,2650700,2244752,1696635,1766177,,1955963,2199178,2428195,2071857,2344108,2422875,2530696,2238223,1946228,2002323
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",34038,33058,36552,31825,31139,28129,25208,20327,17799,20478,,856081,871114,998874,947750,869198,931308,953854,931650,904112,972476,,280193,383159,453709,367505,386249,406545,422665,416199,376026,391448
871499,"Parts and accessories, for bicycles, n.e.s.",7843,9518,11150,11880,8515,8501,9115,10989,7514,20434,,109241,100059,120486,121040,93674,94283,79526,85650,81737,104282,,456514,434365,510311,526100,553356,554682,644508,672459,721821,1063543
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,19158,25753,18396,28832,32468,45655,54742,58901,35284,20377,,511767,552663,610884,643412,713518,746226,783153,836110,621844,565673,,397096,454389,474023,422249,437292,477558,551656,488927,425860,391070
280120,Iodine,19793,27578,24076,18633,14062,13000,12662,15712,21974,20104,,39623,44320,42965,36281,26608,23222,28213,36249,43372,50981,,66793,77040,65062,53674,45891,41956,45468,52798,61943,55437
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",10409,12728,12026,11871,9424,14357,17753,16337,19628,20025,,189954,180056,178504,147877,138836,153529,171185,176884,166773,181768,,93070,94825,129772,100269,100173,107906,121522,129649,123587,147520
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",9622,10621,11609,9704,8734,9557,8854,17931,14815,19934,,276522,273183,246778,251702,275517,310811,345807,337213,365598,411950,,35655,48499,57156,73010,50576,63244,56635,56869,55907,70232
940190,"Parts of seats, n.e.s.",31005,34236,41742,33432,37835,31179,29971,28759,23299,19922,,2382404,2578126,2974229,3038043,3112351,2897679,2621682,2414533,1692710,1611023,,3677065,4064059,4760105,4115609,4207092,4253883,4398634,3811621,3318819,3594269
870410,Dumpers for off-highway use,23043,9250,32451,20502,20163,18904,24158,30948,16585,19704,,6241809,3346767,2303009,1362956,835388,1601004,1650693,1865955,1917513,2150185,,154378,180747,204147,172597,160372,173509,185268,240421,174274,207041
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",35304,33950,55718,53982,41176,36531,38001,33837,19295,19647,,286615,301037,324289,299812,256063,173243,177139,182275,115613,127636,,523407,617026,707044,602713,604356,608411,675369,640256,515713,537858
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",13098,14370,13743,14041,16068,19822,22004,21885,18186,19633,,752302,719577,748999,734954,693448,694041,763567,743440,645579,816590,,309923,314153,342012,298054,315923,333592,380951,353616,348274,396395
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",227137,276882,255938,234194,109383,146789,182277,23060,38518,19603,,1520314,1655912,1506768,1424410,1460439,1431050,1312089,1196285,985489,1038597,,454843,529555,571614,548750,411404,497513,533848,301746,615464,1070069
400821,"Plates, sheets and strip, of non-cellular rubber",19311,16194,17972,14758,19206,20093,18354,18044,21321,19542,,225595,206954,224377,198753,193434,207587,214079,217244,213776,240552,,162553,160650,161030,130712,141699,147733,152648,148303,144476,156823
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",10070,10027,14009,11645,13200,17129,17647,18394,15884,19495,,182822,193426,220828,223578,237544,273425,291769,278829,271419,327605,,100771,115207,148572,123691,133889,162350,169369,157948,150225,182659
