Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,4,0,25,6,2,2,1,4,9,6,,5579,4152,6006,4673,3282,4104,3624,5294,6364,6759,,114,231,173,156,62,156,114,151,91,99
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",5,25,3,4,3,4,1,2,6,6,,1165,1411,817,760,1118,1485,1313,1301,2402,3947,,40,46,14,68,78,22,19,53,49,48
811221,Unwrought chromium; chromium powders,33,14,10,0,20,0,5,0,2,6,,9695,8448,9538,8889,6994,7735,7202,7215,7198,9305,,3110,2144,1423,2410,2009,2477,3101,1896,816,122
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,2,5,0,9,7,1,0,13,6,,779,1086,1136,1109,965,1400,1612,2040,2189,1988,,1306,1805,1522,1324,1397,1561,1162,1773,1986,2606
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",359,147,2,78,0,14,3,2,4,6,,36146,38310,25947,28790,21953,22765,23900,16652,15590,17449,,749,377,536,620,236,470,162,293,272,401
290123,"Butene """"butylene"""" and isomers thereof""""",57,31,1,0,0,4,4,70,27,6,,271866,219315,230124,163190,161685,190784,218193,165392,131599,211159,,446,504,627,403,387,400,322,545,465,597
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",25,35,169,188,6,4,9,2,13,6,,29913,27655,32901,35089,33730,21047,23913,32301,27608,34309,,4449,3101,6657,5329,4330,5982,5626,1477,905,1235
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",13,3,4,8,1,7,7,18,4,6,,1606,2190,2140,1903,2164,1330,983,1297,1558,1201,,484,204,235,271,470,1016,1087,1234,1841,2043
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,4,3,5,2,3,1,11,6,,2350,1669,1555,985,1045,1015,1590,817,688,1446,,525,426,461,649,457,805,848,1380,1008,1310
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",267,125,213,819,836,416,5,15,3,6,,9794,10169,9467,5355,3542,3364,8208,6599,6380,9869,,278,133,219,880,910,439,5,22,6,155
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",9,27,25,12,14,19,13,7,8,6,,70887,66304,66831,60484,49487,53153,56382,44767,41981,65595,,1327,505,584,384,527,483,1941,2461,2208,3794
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",1,10,22,4,61,7,1,57,13,6,,1296,1109,1559,1565,1796,2789,1599,1297,1034,1163,,945,851,762,615,1019,1359,971,931,425,259
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",54,109,3,2,0,0,0,0,2,6,,441,140,133,127,53,89,195,54,71,177,,1317,1004,919,581,327,442,665,789,806,1347
283325,Sulphates of copper,27,0,0,22,15,16,11,30,8,6,,16662,24573,26046,33081,36339,38452,46757,48624,57949,65842,,41867,11843,38875,57654,16624,37593,49726,71245,50057,84333
90832,"Cardamoms, crushed or ground",0,0,0,13,10,9,9,11,7,6,,382,293,301,209,434,724,411,718,820,1273,,223,216,114,186,174,279,363,439,546,1258
40900,Natural honey,80,360,182,107,483,253,295,3,1,6,,20124,21727,21552,23714,25993,26390,25411,23747,25667,28493,,19073,20249,39609,55577,43837,45041,52521,36121,40101,34809
291422,Cyclohexanone and methylcyclohexanones,59,89,0,5,6,0,5,8,51,6,,16241,28709,18528,23986,32859,38638,39911,52448,43510,45970,,1162,1469,1578,722,684,1090,575,377,388,715
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",65,0,0,0,0,0,11,0,8,6,,10134,14038,12111,9023,10142,7796,11012,12820,4571,7279,,48434,27960,26244,15318,11916,16135,16403,12987,9832,9787
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,6,,32044,22449,17943,19135,19435,23222,18800,23966,14798,10654,,0,0,1,1,0,141,441,57,29,6
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",4,5,0,2,2,0,0,0,6,6,,1580,1925,1482,1367,750,717,1998,1297,1938,2136,,126,201,153,292,175,129,131,202,226,414
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",6,39,50,39,25,157,3,2,11,6,,3646,2911,4178,4500,2076,2647,3574,2198,2512,2991,,2805,2144,1566,1472,1403,956,866,1168,959,1054
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,2,0,21,35,14,10,80,11,6,,56274,56298,46580,49470,30311,39441,36046,26917,16734,28743,,837,743,746,668,584,656,722,648,676,764
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",12,2,6,1,1,2,5,30,2,6,,1240,1300,1565,1843,2982,3054,4708,3944,783,721,,602,663,895,959,852,1059,424,496,332,453
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",52,0,0,0,0,1,0,2,0,6,,656,212,307,332,481,269,788,1394,911,572,,764,87,106,35,1,7,13,14,8,17
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",5,3,5,17,30,9,7,1,6,6,,2764,2576,1566,1261,1812,1664,1504,1962,2339,2996,,1398,1036,1196,1301,986,761,922,684,909,841
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",110,34,75,102,7,7,4,4,13,6,,2153,1572,2232,3838,2175,1199,1788,3322,4786,4677,,4008,3120,2269,1785,1659,1685,930,947,1259,1380
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,2,2,0,0,6,,0,0,0,0,0,75,14,89,28,60,,0,0,0,0,0,760,682,394,35,475
91020,Saffron,0,3,4,1,0,0,3,4,0,6,,508,578,437,379,381,463,521,576,856,861,,1295,1461,1629,1516,1519,1561,1139,1176,1536,1711
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",21,7,44,272,196,703,1280,1091,1,6,,93007,85743,84825,84119,44213,65840,68018,48825,56657,54157,,893,1896,2008,2063,1197,1927,2417,2445,2378,1833
580230,Tufted textile fabrics (excluding carpets and other floor coverings),2,0,0,0,2,0,0,0,0,6,,531,225,372,423,965,3126,2680,755,302,185,,86,388,638,124,105,88,98,98,115,123
750810,"Cloth, grill, netting and fencing, of nickel wire",0,1,4,0,0,40,21,0,24,6,,2588,2463,2247,4699,2213,1350,2272,2267,2529,2075,,105,73,5,166,132,66,25,0,26,63
281910,Chromium trioxide,139,1,1260,979,1326,1253,1135,832,1312,6,,61150,54418,67560,0,0,0,0,0,0,0,,5715,5210,5751,4822,4818,4179,4387,3761,4595,5059
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,146,5,391,600,363,100,6,,1972,4033,2611,3701,1876,7818,8501,15381,17760,14159,,11,14,105,149,170,826,1205,486,139,303
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",430,359,324,588,261,114,23,9,81,6,,255697,258470,286048,261166,231723,260274,272576,249033,216020,317015,,26192,22160,21705,19918,16404,19988,20554,14593,11900,26055
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",36,171,4,3,3,0,8,6,32,6,,47852,37526,47296,31378,22020,34178,37345,13564,9780,14562,,5323,6945,2357,2275,2145,1537,2399,2483,2504,2026
90510,"Vanilla, neither crushed nor ground",217,78,17,12,8,5,7,487,804,6,,3609,4301,12008,3599,10304,11610,17145,19291,10937,9649,,2225,2450,4272,5123,7972,5379,14945,13631,13295,7786
840390,"Parts of central heating boilers, n.e.s.",120,317,161,87,15,3,6,30,1,6,,32644,30420,31883,36185,23497,21093,23493,29679,20215,27444,,1863,1173,1409,1938,1153,1342,808,1526,1384,1973
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",99,2,12,4,2,41,19,38,10,6,,62453,52478,33021,37280,16718,21593,19430,16107,10892,19145,,173,310,3469,606,2249,3876,4192,1983,2155,2444
847521,Machines for making optical fibres and preforms thereof,5,6,0,0,0,1,0,0,4,6,,33667,6963,15043,15421,38941,52712,49036,13068,17595,31526,,93,39,0,3,0,17,0,1,66,74
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",1,0,3,2,7,5,3,1,2,6,,711,870,735,812,458,782,340,323,350,491,,834,419,398,595,618,434,429,491,560,794
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",9,34,35,75,30,39,89,37,9,6,,1301,1272,1185,1981,1264,637,842,1088,893,1682,,4366,5406,5833,5132,3926,3278,2662,2083,1982,2981
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,9,0,0,1,1,1,6,,625,949,333,295,275,585,758,877,386,487,,1031,571,518,472,1053,524,331,1960,2395,2423
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",8,15,5,9,12,4,14,5,0,6,,56959,55846,56481,41717,40282,44246,54939,39470,35530,49106,,2101,1141,1553,1276,791,697,972,1561,1478,2226
291511,Formic acid,0,18,8,6,3,9,4,14,6,6,,3563,3087,2884,3011,5898,13669,11559,11589,12870,19662,,960,947,659,480,347,472,2038,387,401,761
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",1,5,1,2,1,1,6,0,1,6,,1010,883,1969,123,1304,315,556,757,594,721,,587,394,400,144,23,28,89,28,95,268
280461,"Silicon containing >= 99,99% by weight of silicon",4,40,21,7,5,5,12,15,3,6,,1837918,1322660,1666356,1283565,1620984,1583998,1026231,803252,818242,1134549,,8790,12307,14828,13694,14973,16776,17249,18260,21235,20716
110820,Inulin,0,0,1,0,0,17,1,1,12,6,,4018,1821,2871,3657,3655,2367,2542,3728,5167,5438,,2397,2565,1859,1184,596,1092,1446,1825,2293,3461
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",64,0,78,16,0,1,0,4,4,5,,7038,13677,1793,2868,1573,1780,1600,2429,1447,11779,,439,312,581,620,442,340,461,275,163,116
170390,Beet molasses resulting from the extraction or refining of sugar,86,10,35,0,18,0,0,0,0,5,,13419,15366,16001,12764,14546,12682,8660,4972,10493,11344,,597,717,887,1059,778,1067,1001,2180,1428,547
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,15,3,7,0,5,,0,0,0,0,0,4133,3886,3386,3662,4732,,0,0,0,0,0,2519,3467,4296,3880,4556
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,5,,18,38,80,199,84,49,216,304,230,264,,104,70,42,74,51,158,130,257,273,170
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",18,2,17,9,6,6,3,172,40,5,,9317,10824,8849,7326,6126,5999,8374,7993,9532,16811,,441,531,817,205,374,70,348,285,300,391
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",2,49,24,5,0,62,5,15,0,5,,15570,15536,11684,11793,8101,8863,7646,6295,4514,4647,,7414,5587,9796,13845,10221,9511,9782,9093,7484,9439
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",3,101,15,57,10,5,7,2,6,5,,5251,9418,7456,8029,9417,6991,7091,4102,3741,4107,,1345,1180,1270,1176,949,1191,839,840,1049,752
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",8,4,28,13,9,13,6,17,4,5,,14346,9927,7602,7977,5416,3585,2682,3459,2542,3811,,358,419,446,368,292,226,199,168,485,197
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,0,0,7,3,10,0,8,5,,695,1589,1194,1116,2363,2294,2592,3966,3565,2853,,174,410,800,726,1169,3334,2293,1490,2107,2533
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",16,1,30,25,6,4,25,74,30,5,,9339,13407,46326,10604,11068,8677,16779,16957,26890,106509,,117,208,129,96,33,312,1178,2334,80366,21428
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",6,3,3,30,1,6,15,0,2,5,,4950,4965,8527,4971,5561,5603,6934,15098,6963,13029,,4609,4482,3089,1914,1011,1796,1422,1754,1394,1546
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",3,0,0,0,2,0,0,0,1,5,,351,311,87,105,279,107,282,122,173,53,,1790,1423,1634,1245,1159,989,1440,972,1278,1211
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",16,13,14,11,9,6,6,2,7,5,,35652,60518,53720,43591,28046,35657,50058,42379,38426,52463,,28,135,24,11,43,6,9,7,7,5
292121,Ethylenediamine and its salts,97,67,141,88,6,1,8,1,8,5,,94505,78016,67732,73578,51892,56118,49630,42141,29410,35484,,319,271,257,134,62,133,409,236,144,296
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,5,,2199,2034,3266,2737,2751,1390,1668,1306,1074,937,,23,387,299,459,612,351,205,373,120,1287
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,5,,24767,22875,17782,13803,14011,14212,11514,5037,3912,6648,,0,0,127,3,0,17,121,2,0,5
290313,"Chloroform """"trichloromethane""""""""",17,21,13,20,19,11,21,4,2,5,,27267,12963,22431,12734,9751,10776,18740,15825,4160,10772,,266,142,121,123,114,81,121,99,79,104
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,5,,308285,340248,365021,334749,351855,333442,324923,292127,312915,318525,,3654,2538,1745,1928,1046,2212,811,1441,604,38
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",2,0,0,1,0,0,1,0,46,5,,13895,8705,10158,11502,16757,6817,5856,7973,5685,13061,,3737,2875,3083,417,524,1162,1359,803,667,2046
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",4,0,0,366,21,5,21,3,18,5,,13072,10163,5813,8953,8971,9756,10813,5805,9820,15983,,3997,3494,3919,3293,2988,4809,4930,3298,6347,8195
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",4,15,33,37,4,10,12,11,4,5,,2940,3188,1736,1765,1448,974,2420,885,801,673,,135,181,102,126,238,166,130,150,210,155
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",88,66,38,61,78,75,74,40,5,5,,2276,2877,2546,2624,2586,2288,1727,3627,4843,5273,,1113,1394,1696,1323,1175,998,1366,1053,1185,570
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,13,0,0,0,2,0,2,5,,204,2881,393,116,321,441,201,639,234,244,,69,78,556,361,723,247,541,217,381,129
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",33,47,38,14,15,11,52,40,30,5,,1333,1359,885,836,1310,2073,1177,805,1203,1390,,732,868,623,743,868,426,483,643,1050,744
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",279,110,176,9,14,0,18,5,0,5,,10389,4105,5160,4824,2317,7155,8027,18717,43193,20341,,937,830,930,749,917,1175,1252,1170,1338,1361
283319,Sodium sulphates (excluding disodium),28,11,22,14,15,4,0,2,4,5,,17254,26788,21989,12902,16507,9506,10988,13906,13165,14906,,2428,1942,1632,1686,1881,2806,2574,2643,2964,3322
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",1,39,101,33,18,0,0,0,5,5,,14156,12842,14979,14464,14588,13914,11001,9596,7193,10260,,296,195,555,323,645,260,287,230,262,125
60210,Unrooted cuttings and slips,7,1,43,41,0,7,1,8,0,5,,14437,13322,13403,14743,13177,16691,16830,15861,16788,22597,,490,216,1013,920,926,717,946,1703,699,622
284310,Colloidal precious metals,1,3,4,8,3,7,2,4,3,5,,23078,13850,13479,13751,13322,11434,6217,13142,23228,23363,,718,482,418,372,302,383,315,252,435,768
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,4,0,0,0,4,3,3,5,,3964,5707,6791,3950,5606,4027,5821,6133,6867,11166,,9196,9414,8962,4967,2584,3378,3533,3688,3642,4390
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,2,2,0,4,0,28,1,2,5,,550,1215,803,948,664,706,1000,1756,551,217,,855,908,816,681,717,1125,700,739,611,460
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,5,5,2,1,2,0,5,,8410,8723,10121,3359,3900,2407,4280,12531,5838,6322,,759,581,2024,54,231,2,926,2,0,661
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",5,1,1,1,1,3,0,0,2,5,,690,1650,3452,6172,6334,8420,14705,10793,3933,5419,,153,269,372,328,464,659,1047,1098,1993,1593
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",1,4,12,7,52,5,2,12,1,5,,664,1568,1200,1108,592,458,777,873,344,1250,,372,465,754,531,346,287,368,290,180,428
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",5,2,0,8,56,9,3,4,9,5,,4985,5229,4186,3452,4039,4273,4978,4274,3734,6647,,1547,1950,2631,1932,1942,2187,2501,2814,1992,3710
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",10,10,16,10,23,30,9,83,34,5,,1705,2053,1866,1865,1502,1279,1666,2137,942,1311,,1262,1356,2194,1914,2603,1872,1967,1967,1855,4481
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,260,32,22,141,19,67,18,6,10,5,,8180,8938,10888,10456,10951,10771,6896,7243,5394,3448,,905,457,601,684,459,435,306,421,261,642
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,96,71,29,14,9,53,0,3,2,5,,3765,3743,10104,9807,11338,8929,9057,13514,23140,17021,,440,309,306,253,246,363,211,373,173,355
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,167,84,0,1,0,2,1,8,5,,20656,16760,20643,10585,8590,15593,9741,9489,7100,16886,,17946,8010,10725,10383,7909,12879,15572,10302,10859,14209
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",1130,673,376,368,165,58,319,62,1,5,,32712,38539,27562,16668,17103,23655,26831,24491,21698,22062,,13912,13199,11904,11966,12412,9483,7733,5679,7815,8828
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",53,40,5,6,9,14,18,32,22,5,,14827,23134,28864,24373,25440,24961,37163,31807,22992,27827,,2182,716,1085,496,794,863,1331,901,498,18609
845410,Converters of a kind used in metallurgy or in metal foundries,1,9,0,4,2,2,0,32,8,5,,2437,3019,1524,620,1570,3083,2504,2269,1591,5811,,67,32,5,7,19,78,1,46,12,255
291536,"Dinoseb acetate """"ISO""""""""",10,4,6,6,10,6,0,0,2,5,,60,13,252,29,89,59,44,20,29,203,,10,4,6,6,10,8,0,0,2,5
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,4,20,91,34,51,85,62,79,75,5,,4001,2502,2772,1414,1505,1862,1642,1861,1278,3379,,4098,8677,8919,6475,5534,6741,8063,5768,6013,6134
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",53,72,25,65,195,19,90,6,4,5,,16845,23597,17774,27130,24952,24389,25904,23966,23525,27022,,91,112,52,94,237,39,149,81,144,158
854511,"Electrodes of graphite or other carbon, for electric furnaces",50,0,4,5,18,4,6,223,3,5,,100255,108928,97370,83686,66307,67156,152739,136499,95424,73910,,48540,53664,37444,28736,9645,11728,48106,34941,25926,17496
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",24,7,0,2,0,0,2,0,1,5,,10178,11323,8611,9524,10185,8486,6614,5258,5089,8335,,339,493,245,269,604,897,616,2449,684,1181
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",599,43,37,27,7,496,24,21,4,5,,263121,244129,254328,212447,164488,183529,184766,141625,107207,164444,,114333,103562,127064,43862,28068,73288,120156,115217,96746,173926
731520,"Skid chain for motor vehicles, of iron or steel",6,13,22,10,30,19,7,16,0,5,,6722,5381,5672,4232,4582,6453,5707,4987,5766,4161,,6197,5052,4119,3639,3629,4372,4003,4077,4982,4514
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",9,1,2,21,8,10,3,6,3,5,,2293,1855,810,1922,2036,2898,6346,3910,4522,7408,,309,614,732,471,301,302,126,208,278,581
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",73,51,44,71,14,17,2,3,5,5,,921,425,570,904,1704,915,596,679,279,663,,157,110,104,100,100,99,59,86,51,84
283911,"Metasilicates of sodium, incl. commercial metasilicates",79,123,77,52,81,43,3,3,2,5,,16167,15498,13605,11721,3717,4257,4455,3316,2518,3626,,830,815,1118,786,667,1008,1093,711,567,789
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,8,1,9,3,5,,0,0,0,0,0,362243,327318,297179,252287,315380,,0,0,0,0,0,1222,1034,1261,1195,1723
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",54,31,84,40,49,33,0,1,0,5,,12094,8213,7162,10028,9182,8439,6695,6590,6730,6873,,3691,1177,428,278,364,2205,1412,755,862,1280
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,1,48,112,72,18,7,8,15,5,,25875,32767,26253,32929,42814,39406,38426,36032,48350,88451,,3745,3685,4144,3859,4233,3495,3766,4170,3150,4060
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",66,0,5,5,3,4,4,1,9,5,,1440,2113,3559,2816,23922,12509,10939,28369,15629,2658,,66,4,10,10,8,17,5,3,9,14
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,78,0,5,0,0,1,5,,15525,3043,5554,3627,4628,4863,8233,8252,3645,7137,,1447,14,74,1573,762,17,3112,127,542,771
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",343,196,9,10,1,6,2,54,0,5,,8968,6639,5884,4782,4922,3480,3374,3384,4198,4307,,5650,5421,4542,3663,4040,3948,4015,2474,2290,2963
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,3,0,12,2,5,3,11,10,4,5,,14446,17978,17822,17479,16988,23117,20663,17603,18023,24037,,54013,48992,44206,33194,51535,57493,61914,36135,43278,38830
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",118,65,102,95,124,63,29,39,11,5,,9512,7910,4140,3790,4678,4261,3649,3598,2641,1491,,403,290,323,213,294,323,499,282,332,489
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",3,6,12,2,11,7,15,12,7,5,,2130,1813,3110,1631,1788,1793,1908,1852,3215,2157,,1361,1752,1127,1600,1547,1867,1530,2020,2422,2883
291469,Quinones (excluding anthraquinone),108,97,55,52,19,4,4,6,5,4,,9204,9889,10507,7327,11815,9119,4878,5448,3790,8349,,3228,3638,3726,5698,6358,1560,2678,1012,788,871
281420,Ammonia in aqueous solution,9,36,55,14,6,2,0,9,3,4,,4043,3244,6228,6772,6740,5645,7089,10462,12081,12206,,441,466,387,376,211,283,240,273,235,245
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",43,10,16,73,7,20,38,14,10,4,,23802,28113,25203,25188,28605,34538,40748,44469,32640,37652,,1007,1009,2444,1217,3864,8697,1585,1956,1917,2056
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,1,0,0,0,0,0,0,1,4,,5043,3710,3609,2472,4134,7834,5693,3286,1295,3525,,19,47,57,26,45,70,51,41,21,37
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,27,3,1105,488,3,1,111,4,,45915,58078,55289,59191,51982,57249,59816,92548,56405,80906,,20152,18427,7485,21426,23923,34422,46326,42688,61770,55296
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",26,110,52,8,5,54,8,193,0,4,,28634,23166,19203,24373,34685,26413,29007,31217,37397,45372,,276,639,315,1960,2413,462,1230,579,546,622
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,2,0,0,0,6,6,9,4,,8435,6404,8124,9897,7787,9892,9215,5251,3371,3885,,718,691,580,348,1375,1294,219,554,381,938
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",173,163,71,113,156,7,4,6,14,4,,4054,3940,4292,5088,6282,8661,4124,3831,5569,5209,,200,196,92,181,199,76,62,114,116,111
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",34,28,7,12,9,3,18,4,4,4,,10489,10168,10588,9777,8401,3980,3695,3309,2532,2079,,2573,2170,1994,1753,1316,1116,1185,988,804,633
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",1,5,13,0,5,6,1,0,4,4,,479,1541,1365,1375,598,415,496,799,563,639,,437,900,346,331,347,722,692,457,350,453
252210,Quicklime,1,0,0,0,0,0,14,6,0,4,,19093,26452,33991,41248,40636,48407,48278,39409,25682,30042,,3197,4846,4322,5835,7150,9529,11364,15110,12588,29855
284920,"Carbides of silicon, whether or not chemically defined",47,5,0,0,5,2,0,2,15,4,,41971,37230,43829,40021,22493,21995,27782,26270,22279,27306,,2349,2313,2278,1736,1771,2084,2359,2002,2164,3425
290911,Diethyl ether,16,1,23,34,13,8,13,4,2,4,,5336,3755,3643,4097,4030,7007,3547,3802,3186,3186,,585,552,627,554,148,135,334,1323,1237,583
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",552,422,84,0,13,23,51,1,2,4,,19797,12925,17001,11279,15592,21393,15799,12289,13797,20188,,1614,1850,1553,946,1066,1036,887,589,511,1071
