Product code,Product label,"United States of America's imports from Korea, Republic of-Value in 2012","United States of America's imports from Korea, Republic of-Value in 2013","United States of America's imports from Korea, Republic of-Value in 2014","United States of America's imports from Korea, Republic of-Value in 2015","United States of America's imports from Korea, Republic of-Value in 2016","United States of America's imports from Korea, Republic of-Value in 2017","United States of America's imports from Korea, Republic of-Value in 2018","United States of America's imports from Korea, Republic of-Value in 2019","United States of America's imports from Korea, Republic of-Value in 2020","United States of America's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",45185,35625,26555,33498,17093,28423,35688,50055,86149,125757,,835448,776216,819580,761683,807437,735153,863103,831505,888394,985886,,1835061,1901314,2071137,1976924,1710318,1959227,2024794,1813816,1818761,2742792
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",99192,92826,105582,93529,84392,90767,96399,105587,102291,124731,,834100,839835,864639,740536,691033,679498,682804,656627,617024,670458,,1103356,1140034,1261485,1226894,1171890,1261907,1298746,1287252,1274969,1502327
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",124492,115054,102634,110869,97768,86287,86288,89380,108245,124559,,181073,169269,156588,158376,134472,120226,118621,121973,157424,170025,,308310,294409,278480,315573,268635,256104,268436,279463,374341,342501
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",3712,3930,4066,26398,59875,61826,68605,66897,84422,124118,,35767,30789,21325,40069,64007,67886,73951,76927,104683,155624,,1421765,1632946,1659934,1845196,1897352,2164048,2234113,2065238,2452344,3041215
842951,Self-propelled front-end shovel loaders,128752,119380,154005,150407,97173,97818,143880,167525,106509,122191,,478395,441156,470696,339113,265391,302969,323928,349535,255544,358109,,1273571,1223886,1364325,1367553,1381995,1603622,1992874,2167370,1666223,2298131
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,72747,27893,53798,66617,14193,23169,63685,91972,121394,,50125,141390,89363,75843,66558,26636,37427,109421,203675,289342,,139186,1221357,620940,908808,2043394,1103562,527366,506760,621784,970318
850110,"Motors of an output <= 37,5 W",78339,112507,111618,133169,137307,131557,123795,135312,120463,120357,,184760,229026,250847,301492,348681,351056,352383,333971,324609,392877,,1474065,1603999,1868554,1995956,2086704,2206116,2270832,2212016,1950397,2231329
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",1269,2227,64362,53579,24741,30538,64128,136907,68279,118575,,982862,1078578,1196127,1224170,977325,1253736,1502967,1525444,1473878,2036694,,1858098,1834661,2094562,2572792,2400085,3119456,3673993,3879448,2282682,3270843
330420,Eye make-up preparations,10043,19047,36371,67547,83548,69133,95213,86819,89144,118050,,32564,50183,74690,102878,135508,140257,189193,178022,193320,215496,,578536,647838,699114,788278,854978,892377,979795,915726,711907,862136
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",142428,124832,135231,113914,89762,104871,111098,116184,86742,116148,,1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266,,736412,582416,678122,565037,555586,666939,694743,729910,521400,760821
901812,Ultrasonic scanning apparatus,67618,69253,77456,78759,103270,89222,108336,113309,95079,114234,,420978,457050,468139,462686,478375,615883,689581,666717,580119,696123,,277475,316122,315987,318793,325890,348730,442928,402085,335263,416988
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",98025,104003,104117,106305,116050,95361,97399,115033,70467,113605,,267526,321071,399191,308296,313681,366889,418511,441028,287741,310651,,2933154,2973204,3511562,4000000,5297188,2177444,1906019,1884115,1343341,1766987
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",2314,3855,2297,4282,9779,7202,6285,2177,3930,113187,,231463,346500,405681,395449,422482,682901,910553,1958305,2428789,4423597,,78429,72139,69321,70432,66174,79228,127038,135352,118348,223703
845710,Machining centres for working metal,126136,107254,76190,87033,59836,82491,106419,174950,97605,113089,,601905,523880,505314,568571,444678,473472,682205,514495,342109,499379,,1622436,1331230,1364769,1176497,1087711,1231161,1556088,1444778,975627,1193362
392321,"Sacks and bags, incl. cones, of polymers of ethylene",62847,66461,69482,75164,81931,69240,78274,85338,96145,112798,,112588,125539,140123,134753,145406,157305,195701,209674,218848,233330,,1911327,1987475,2165589,2299140,2313927,2388224,2589268,2462856,2702462,3126963
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",40542,74802,92167,50850,68914,82920,80190,86936,98142,112316,,548847,595585,681978,607443,838276,736285,802075,725393,702728,697847,,3203060,3058806,3126714,3291640,3293448,3281867,3066592,2893120,2319289,2423402
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",66885,83859,120585,131306,130981,109516,116179,119761,82827,111980,,285867,317538,391638,377323,332438,305842,373273,380505,345886,415766,,924121,1097484,1397764,1616927,1713296,1664812,1941513,1833918,1477332,1754591
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",55531,61870,58748,76413,70715,96145,99552,99148,93343,109842,,733134,871884,785926,826434,821217,966088,1112527,1234654,1292991,1526255,,727970,701735,692201,755212,714851,778690,840871,912963,864878,1111231
240220,"Cigarettes, containing tobacco",35382,52894,60341,91428,102810,86432,49339,66218,127587,108161,,606382,525034,669060,886814,981578,1125560,792282,717394,816423,679880,,191104,416907,409557,418494,422186,425571,399755,396261,406968,348542
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",23900,25261,29527,33348,37767,60600,97445,77174,66505,107687,,598442,666085,691813,572255,568720,670554,725738,627389,571049,884952,,291213,338265,340799,357564,333718,350954,404019,368619,307916,403198
847990,"Parts of machines and mechanical appliances, n.e.s.",53927,32514,58977,50391,41547,63310,52602,53154,55062,105438,,1594688,1724447,1871142,1877396,1494806,1560913,1604088,1370386,1241180,1239912,,1857721,1836238,2022257,2080788,1942317,2251551,2476788,2576837,2602298,3142253
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",36605,24224,25662,27431,38881,52884,63527,56467,211014,105097,,153117,183125,216800,230823,269492,404757,422980,253454,2173694,2046666,,2590716,2548791,2534363,2609372,2772352,3386541,3883862,3997768,5350020,6362888
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",139701,139244,187812,184492,141248,11798,83205,38145,24865,104405,,507521,478819,654131,591888,612425,543122,602472,568005,435751,881297,,464249,474057,905865,619316,356906,276281,430990,224809,180171,837704
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",45032,68896,88326,101009,73337,85190,69879,84678,64594,104316,,943978,805330,825129,637216,491272,543911,687960,616750,457077,620326,,122436,168442,284309,272623,184049,209178,178821,175716,97741,209659
