Product code,Product label,"Korea, Republic of's imports from Australia-Value in 2012","Korea, Republic of's imports from Australia-Value in 2013","Korea, Republic of's imports from Australia-Value in 2014","Korea, Republic of's imports from Australia-Value in 2015","Korea, Republic of's imports from Australia-Value in 2016","Korea, Republic of's imports from Australia-Value in 2017","Korea, Republic of's imports from Australia-Value in 2018","Korea, Republic of's imports from Australia-Value in 2019","Korea, Republic of's imports from Australia-Value in 2020","Korea, Republic of's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",1460,1361,1034,922,2242,2369,3321,2260,1436,3817,,26145,23065,31482,32080,21293,29350,38215,28635,23030,40172,,7139,8957,10478,10155,8116,9480,8561,8260,6038,9363
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",13551,13309,5951,7505,6097,4612,4602,5801,3882,3694,,36608,59855,40945,135336,296782,371862,574547,664689,423931,334455,,46696,47569,54951,65888,73260,75771,84414,89190,90642,105292
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1741,5329,5220,4011,3313,2630,2867,1600,1582,3633,,2477132,2005445,1927252,1300465,1372687,1470569,1856943,1413859,1283906,1956440,,5146332,6884243,7760657,3337556,2664516,3564408,5094896,3396484,2587689,4429473
290121,Ethylene,0,0,0,0,0,0,0,3372,2920,3474,,2014,179,299,25,42,334,56,8,58,21,,164194,188558,332982,224018,154744,123577,161488,105539,240685,217114
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,1117,4125,3113,504,3277,,0,0,0,0,0,0,20441,6317,11706,13938,,0,0,0,0,0,9236,35152,232651,291616,129436
810590,"Articles of cobalt, n.e.s.",122,0,0,292,80,1584,2578,1490,1866,3276,,17,24,277,89,293,655,1045,1691,286,390,,18580,19679,19061,23989,20455,24136,26320,25967,25208,29574
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,1030,1123,546,403,577,457,513,451,1054,3257,,63333,56865,42330,36926,44360,58158,61315,58669,56880,58647,,76160,72534,73120,81506,84526,76024,78269,81762,83576,109685
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",32,32,60,78,103,815,1704,1646,2132,3065,,12233,8157,9338,10505,16071,16642,15287,16282,18601,32796,,21822,20423,24489,24350,25472,25637,25850,26042,22345,31547
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",496,869,279,219,222,225,358,690,909,3057,,50605,42139,51318,39158,30737,21964,20441,22096,14842,25264,,645810,674780,737450,733166,777728,1363169,2064663,4827993,3576043,3535942
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,2900,,1985,2578,1700,3572,1622,2945,2696,1032,839,1017,,72520,24860,16775,63729,36537,9121,53203,37798,15520,9303
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),279,269,306,473,455,631,1224,1734,2095,2884,,23096,25989,27616,38643,47527,47236,56085,77576,108081,163119,,88467,133439,133911,118416,87346,77117,70244,71051,84148,90932
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",652,9743,2024,3572,869,8761,1715,3472,1955,2798,,103977,97188,86960,109298,127985,124804,113120,137412,85581,82159,,4653,19212,10380,10552,9835,23158,10351,13332,11891,5924
80450,"Fresh or dried guavas, mangoes and mangosteens",43,117,381,519,692,440,820,743,3226,2789,,15959,17952,21215,24556,24322,24839,24446,20951,23354,7938,,13668,25850,46142,55563,48263,53891,68827,72355,68610,98775
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,40872,21302,24461,25618,7778,7562,17874,7921,3348,2733,,147270,135657,147118,156855,81951,169773,212955,116208,152079,129220,,74708,51335,58950,59845,46180,95531,120703,57504,52570,107057
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",4057,5559,3710,2600,3863,4398,1477,1231,1347,2698,,130510,107391,98373,119375,93852,102302,108556,76049,87244,140343,,2439153,3128600,5860128,6962723,7373019,6471977,5553043,5844249,4719017,4594644
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,2505,,0,0,0,0,0,527473,570364,526907,327021,239748,,0,0,0,0,0,12,44,13,7,2508
261400,Titanium ores and concentrates,54484,29993,20995,16936,12260,11167,10515,11732,7996,2494,,135411,85640,67036,83598,63569,85006,77060,87219,80219,59059,,110233,67315,45533,36708,30838,39643,34691,40176,35375,58922
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",11,17,8,7,7,0,2729,3032,3416,2490,,7158,19497,7837,8034,12413,16519,15261,13049,16207,20001,,27768,39097,20576,41076,20975,10240,22876,54462,55880,45113
842121,Machinery and apparatus for filtering or purifying water,922,344,353,1509,789,394,1106,804,6203,2363,,24791,30986,48159,40707,42054,49575,44793,52016,44261,49106,,109762,136352,164764,171673,154729,162636,167299,175090,199659,163971
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",5,33,42,11,837,1260,516,897,1924,2363,,80344,68248,83885,81713,92269,87099,124214,193357,231388,248698,,36383,29621,27078,23777,29852,27372,25213,20865,16109,23201
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",344,1235,1043,290,509,497,991,1137,1334,2315,,3359,3781,5233,10162,7103,7621,5761,5328,3155,5099,,1882,2024,1221,524,763,540,1099,1220,1526,3672
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,3413,3980,3668,3259,3411,3824,3689,3540,1744,2296,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,171372,162441,171435,176356,178044,190659,216279,207115,218988,252438
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,2279,,411,1133,732,568,540,147,127,305,476,174,,14872,16629,17781,16468,14333,16068,14515,13693,18879,28756
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",0,1085,1904,3119,857,743,1765,2877,1673,2204,,29440,25826,24327,29944,41593,45138,39005,43815,38637,66835,,225316,235699,294567,299845,209038,264753,292841,233281,206719,210442
90121,Roasted coffee (excluding decaffeinated),593,480,357,341,619,848,689,1354,1788,2177,,10478,8722,11198,13185,12353,15193,19047,18226,15135,12638,,89541,94313,95548,104949,132684,158104,181281,214818,251127,326471
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",3329,3025,3720,3494,2916,2119,1887,2104,2054,2167,,7992,6419,695,462,606,767,4741,1993,3296,8173,,37224,35716,32327,32762,29135,27874,27182,25087,25069,24551
851671,"Electro-thermic coffee or tea makers, for domestic use",4,14,10,27,222,726,1782,1779,1315,2139,,3647,1861,1709,2502,3205,4369,5170,4807,6582,8734,,54378,49308,49112,66718,84649,90490,85783,89253,120546,160159
732620,"Articles of iron or steel wire, n.e.s.",798,895,861,973,1550,1587,1464,1059,1292,2089,,10788,11371,8687,8518,9793,10633,13304,9312,9747,12508,,13115,11111,15715,12634,16091,18781,22564,28623,34384,46769
30389,"Frozen fish, n.e.s.",322,194,84,249,290,162,110,205,184,2030,,7368,3236,5566,6886,5253,7706,6786,8764,9607,7571,,524982,492015,513018,538653,582210,493114,515182,467749,431810,393017
701820,Glass microspheres <= 1 mm in diameter,2244,2650,2939,2988,2651,2508,2004,2295,2323,2024,,13219,10647,10945,10364,10437,10425,10825,10003,10338,12203,,9020,11631,22858,22212,25861,28763,28577,31490,33113,40292
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",744,575,550,1099,458,808,1407,1572,1554,1997,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,63712,63787,56167,65832,65530,68906,75236,108075,156994,177332
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",198,248,592,1325,1321,1323,1044,943,1702,1987,,41822,38654,45600,48749,57686,63422,67372,61161,68929,90104,,1343,1049,1959,2385,2216,2342,2539,2647,6129,12273
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,997,1788,2853,1988,1212,1965,,1527093,2196830,1285502,1131116,886146,1277786,927314,669779,786927,2157781,,7793,36384,0,138,1031,2201,2878,1988,1212,1965
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",234,100,89,780,2148,2354,1583,1107,1224,1928,,100330,84472,76129,52574,44060,52416,51185,44113,62715,67356,,66687,60835,57833,46444,38203,42747,40843,46154,41940,52354
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",4555,5981,5213,3105,3800,4844,5653,3077,1096,1903,,26531,26547,27020,19532,21819,20962,24737,25113,21987,36642,,32936,29515,27144,21748,50921,64631,86325,87454,90142,107617
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",265,159,305,64,115,76,33,18,148,1897,,93106,137760,131941,102214,82836,67434,58692,76933,63087,60686,,1978805,1810830,2103971,1952831,1359302,1026867,921358,1435899,1051986,1006928
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",99901,74138,48075,2729,5979,5201,3258,2428,1975,1897,,139379,126696,96262,44444,40066,35928,32352,23564,21966,27364,,1056867,1026859,911524,868698,1073828,1034555,943320,967309,1066982,1145746
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,3721,3179,3702,2068,2998,2387,2436,2818,2623,1885,,24837,27330,25734,32605,20201,30331,58193,55484,22764,27317,,85450,72974,73892,69698,76155,58584,67128,73669,81541,72111
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",2018,38174,35164,12537,9102,1877,4047,31615,9292,1812,,262116,286902,269989,181804,228518,408376,423564,441718,351753,605409,,4061232,3339632,2828226,1313016,1236048,1700149,2238712,2013531,1108587,2145777
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",316,145,501,765,812,1543,1460,2379,1095,1790,,6776,6805,8412,6938,10790,31248,26363,11664,11841,19771,,33235,39617,37699,40836,44072,48991,48566,62244,44648,55683
847989,"Machines and mechanical appliances, n.e.s.",5300,2189,14743,13365,8520,5295,4906,1460,2157,1730,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,1969933,2256995,2784714,2649373,1641399,1309548,1233727,1238623,1137278,1418141
40620,"Grated or powdered cheese, of all kinds",510,156,180,68,686,1453,1327,1185,1622,1719,,25819,29528,35494,28907,29191,33425,38069,32905,33456,47262,,9617,15297,23210,21280,22726,26278,24867,33754,44622,49056
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,1172,819,555,1297,1676,1275,792,2713,1606,1714,,546765,544257,538940,553898,472393,168240,153457,121920,127681,152430,,1837600,1868131,1923454,2344343,2676294,2989067,4678803,6033076,5096197,4885940
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",590,287,162,299,238,224,416,1531,1898,1672,,52167,53008,44522,40965,34554,38984,58909,39542,48589,58754,,94682,118758,155279,166927,193493,216583,227279,233147,219782,228119
210500,"Ice cream and other edible ice, whether or not containing cocoa",712,1228,1950,2150,883,501,213,85,209,1616,,29975,23730,22092,18242,18925,23994,27269,26744,34219,35047,,18375,22385,26804,26443,29935,35015,38533,37827,44988,51811
841391,"Parts of pumps for liquids, n.e.s.",2559,2501,2143,3466,2235,1792,2260,2264,1461,1590,,194517,148822,120334,104002,104615,127657,136590,139352,105350,117400,,336423,234323,276728,309337,260341,258906,308151,306831,263767,271656
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",7,12,39,8,9,14,19,428,500,1575,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,60320,87726,114479,94180,96655,102358,134757,133368,127361,143475
330710,"Shaving preparations, incl. pre-shave and aftershave products",2144,2289,1922,1282,2255,2610,2940,1617,1808,1549,,4247,3932,4249,3206,5242,7451,7968,6644,7954,10083,,11169,12358,13873,14273,16483,17481,15700,13749,13438,13471
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",83,58,30,327,289,181,286,348,872,1539,,5685,7120,6247,5430,4862,9583,7321,8357,12301,21719,,21036,22697,26186,30257,29264,26774,26335,28449,32544,38583
70920,Fresh or chilled asparagus,161,148,238,442,706,623,933,1358,1302,1528,,17035,16679,18004,19239,23734,22060,22848,18517,14277,8137,,2077,2835,3314,4551,4373,5499,7081,6741,7194,8555
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",654,582,652,565,470,637,760,935,1042,1497,,23691,39038,66706,66106,63285,57326,67786,79521,97994,90898,,35344,34934,44554,40459,42450,56316,76010,93179,104157,127926
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",675,888,1116,1494,1737,2315,2280,2009,1803,1481,,7254,7416,6853,3189,3035,1236,2396,2716,1983,2868,,25120,18306,14915,9234,7978,9014,10019,9192,6139,2978
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",467,418,282,390,394,468,546,691,768,1478,,126869,141257,141665,86041,64178,75983,83256,84957,79312,108146,,480,454,287,399,398,480,562,703,780,1493
711890,Coin of legal tender,0,874,335,830,866,736,1505,10806,11284,1475,,755562,1009486,640719,630877,735766,518517,609248,600536,1032862,1939936,,0,12545,6827,12009,10910,9046,18962,80007,41973,20786
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",105,54,306,404,253,218,360,323,461,1462,,10741,6956,7960,4043,3971,4374,10212,10063,11274,13058,,49137,67112,66692,81325,51021,54190,69051,61848,52746,62641
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",1511,2057,1970,1831,1291,1413,1963,1721,1369,1454,,138899,150628,139721,136298,132110,145317,168801,140758,96757,116038,,31200,30730,35308,31130,31915,42947,36974,24997,19567,11717
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",1802,265,424,332,688,873,377,242,310,1452,,51184,57616,61575,45093,33412,43102,12744,11143,16754,18017,,50434,46043,49032,55314,52978,60748,66205,56933,42268,54509
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",42,17,40,35,75,8,36,68,1185,1393,,23496,22335,19777,16038,16198,19463,20685,25597,20124,19506,,177042,203053,215654,213600,186696,266787,305450,301182,303109,364934
281700,Zinc oxide; zinc peroxide,0,0,0,19,53,85,348,1282,146,1385,,7411,3946,1292,2295,3268,4108,4457,7708,8278,4086,,6147,4577,6565,4807,4763,6687,5629,6396,12561,10166
40900,Natural honey,596,760,1024,869,653,982,2272,2466,1758,1383,,25571,27124,27253,34877,31362,30978,32808,37654,42481,45000,,7596,7552,8213,9309,7994,9430,12424,10127,12457,15346
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",3956,4589,4672,3999,2303,2252,2461,1912,1107,1375,,2089,2736,5221,7035,5740,13036,14435,17203,19286,19434,,21432,23111,23216,21166,22932,27142,34004,29160,33189,49065
