Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",383,520,2321,5063,7156,8655,9732,10693,10219,9854,,264853,280708,275065,235904,222609,241782,251769,238112,211486,355025,,46920,52228,61160,74484,84834,81567,79736,73715,64089,71313
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,11581,10104,8898,10681,9662,,0,0,0,0,0,151211,241959,262517,204578,240503,,0,0,0,0,0,1774696,1912108,1841465,1712523,1885858
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",11610,11272,9823,10374,9724,10293,14670,13294,9088,9633,,1649032,1873572,1827709,1778661,1732277,1713535,1784739,1957188,1440673,1698256,,350910,381747,370152,384406,371378,380641,471140,550239,510280,609782
90111,Coffee (excluding roasted and decaffeinated),2531,1742,12634,13574,9816,10417,10346,9398,8950,9598,,610280,562895,534476,535314,546068,635131,512358,499454,461426,622910,,382461,314050,425782,433933,421151,486565,441824,426633,454170,543051
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",1940,4262,4930,3088,1867,1981,8800,4770,4925,9155,,12808,27480,31941,22693,11237,17715,46132,22141,27455,30750,,4934,8068,8500,8581,12347,16783,20664,15215,13703,24675
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",27059,28739,17421,18289,13408,7233,12993,9749,5907,9004,,669693,898250,809666,917590,718499,796427,830951,598338,566457,887054,,49424,55163,38142,33361,34802,24798,33459,22210,18050,32445
281820,Aluminium oxide (excluding artificial corundum),947,2902,3319,1137,2681,6248,8027,10092,8368,8934,,341677,458612,521613,439283,389582,481601,686760,485854,373075,567973,,88847,88097,92632,90517,94025,106064,127127,143663,123023,123940
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,4401,5242,5320,11562,7037,9806,7657,6883,3866,8927,,0,81837,110472,106151,107565,122980,156596,148306,149455,213119,,256109,251075,252360,295396,263037,272571,316947,310576,264766,374831
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",4009,4146,5360,6222,8141,8569,7103,7145,7434,8919,,106025,108633,108483,113440,115680,140441,186443,172511,188739,258674,,91646,110203,115429,110938,99936,100155,116961,124834,135509,151232
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",510,579,434,429,212,185,359,737,2582,8873,,25223,30258,31801,38031,74237,163088,176995,197205,149352,227299,,183778,208434,192089,191372,208133,231468,232207,274119,291396,282646
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",4881,4656,4776,5056,5984,6300,7195,7110,6355,8788,,72068,76867,118068,73223,77404,88229,94003,100082,98070,139786,,15114,18718,23541,25808,26254,26797,30786,29753,33518,44997
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,0,16937,0,0,0,0,8722,,16,8427,70942,12,12912,78,12434,75335,141413,162515,,1165523,849136,1102963,640959,637058,532476,723814,733616,370514,704409
720230,Ferro-silico-manganese,50879,39868,29356,28055,23170,17504,25587,16465,6770,8705,,936024,978195,867805,599197,461991,800995,814433,658667,603374,1276572,,110033,76281,112803,91283,93115,150675,165476,107881,66491,134971
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",896,329,539,1318,1549,3358,4905,6173,7132,8590,,55813,64570,62220,55689,60812,56480,71149,58534,45152,72738,,3216,4119,3550,3784,3197,5509,7359,8888,9594,11760
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",16321,2455,1795,3193,2673,6003,4151,7181,6602,8234,,27210,31081,17710,11798,7616,7897,78256,159584,122318,174156,,71795,74294,79740,66399,50915,52181,47371,42756,45664,54386
290531,"Ethylene glycol """"ethanediol""""""""",0,5,1,0,0,3048,1676,3391,3652,7797,,88742,96651,87226,85981,73878,61158,290876,115357,154897,63625,,497911,516481,426356,273542,192507,237935,237266,203556,198222,261186
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",2100,2595,2830,1799,2148,1781,2160,3559,3636,7784,,43828,77496,75444,69349,69921,65806,70721,68144,71569,95176,,21267,27044,26215,24993,24212,24666,25600,27197,23344,31877
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",2349,2718,2358,3307,3883,5045,3484,5022,4082,7663,,196331,207685,238705,237786,259300,291736,307845,285779,347313,414425,,79893,92851,97442,96764,96464,93991,100571,111045,99652,116935
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",339,545,1020,847,1995,447,1747,1695,1598,7610,,119540,147650,129624,125681,137934,132611,133159,145599,122895,164404,,756667,747164,807355,780363,767329,795165,831877,828528,727559,771944
120810,Soya bean flour and meal,7678,9884,9342,6529,7313,7690,7461,8561,8843,7589,,10137,112670,112034,77233,53372,37337,15575,14617,17454,13488,,15070,14223,13896,10937,11835,12905,12859,12832,12166,11570
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",7806,7054,7687,6256,5454,5182,7643,8976,4183,7504,,87153,103394,106545,90366,69559,72237,95290,123276,74673,109931,,27354,29668,31890,28752,26978,31546,34752,43291,45995,49369
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",2420,2952,2793,2683,3302,5272,5391,6493,8333,7494,,51281,59785,68831,94190,133742,138293,171585,216012,189817,220285,,74049,76983,74421,65959,67813,69579,80762,83397,86305,104133
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,7491,,19591,35562,22677,10814,12986,41833,85561,88080,134022,222820,,86850,132789,144907,134254,136516,190424,138449,179423,108031,168882
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",786,3281,5835,10673,8997,10265,4115,5787,4555,7458,,27625,40336,50635,45135,41027,49455,45180,61253,50423,68477,,63665,63949,61917,60234,59643,57924,61664,58991,49965,48899
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",5712,9708,10851,8892,7530,9040,10955,9144,5962,7399,,40047,75330,83266,55105,56590,70270,97355,68444,59124,129897,,26145,24678,23444,19753,18693,17965,18550,15166,11982,14439
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,1171,7274,,135,0,1092,663,58,43,504,1659,26854,32058,,61057,68129,50305,32598,27145,31265,27303,24597,19863,28908
294200,"Separate chemically defined organic compounds, n.e.s.",3985,2534,2249,2842,3666,3914,4870,4789,5784,7264,,2571148,1611034,1205413,1300933,1131194,1055588,1129229,1243637,1240935,1252298,,16424,16277,16570,22239,19145,28186,48668,51190,38311,36557
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,2282,4259,6934,6320,7198,,0,0,0,0,0,269251,529049,803311,981909,1239851,,0,0,0,0,0,112396,145688,172111,180545,234523
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,1143,1111,5937,7515,4767,3242,8933,10297,7751,7062,,34807,51099,76414,77531,76090,81078,144301,180257,131582,159927,,93118,110215,134626,131030,117728,112519,140192,126165,88122,101769
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",3240,3682,8412,5947,3481,9868,19184,13863,8316,7003,,419608,428277,469265,417840,325994,409722,480723,371730,273177,431801,,50320,40188,47637,50835,47385,63261,74417,51740,35263,44625
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",3,0,0,0,0,3,196,0,22,6967,,2823,3658,13152,2032,1584,28817,23865,31539,25847,269046,,331685,404609,393172,299000,285842,355746,299571,315283,207881,364223
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",357,556,689,1072,2253,1459,6304,8262,5899,6871,,17049,22497,25224,28532,31646,33342,37329,48543,59185,60003,,104921,115722,114181,98092,88898,90203,111647,109270,88432,129523
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,1134,0,0,0,1251,5,0,0,6813,,132828,85787,56260,21588,51665,125884,65615,81639,65689,156122,,166155,132250,197260,107790,108335,78764,62879,45554,33313,57004
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",946,356,816,272,556,677,1092,2170,2917,6791,,26343,45453,44109,46235,53460,49383,59619,62805,70409,101091,,97940,108083,92462,85934,85128,124871,151481,168896,146465,193049
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",59,231,182,119,328,159,339,1160,8191,6738,,27179,140701,165996,121048,133068,217313,167165,131435,100828,122629,,447305,296675,113060,74055,107457,133398,358395,492023,372572,117168
250610,Quartz (excluding quartz sands),291,1294,3546,3311,3482,3827,5587,6363,4904,6727,,20089,21498,30846,29809,32438,41538,56041,63244,67496,87819,,10310,18584,27659,22519,19860,25883,22157,23112,28034,35836
290712,Cresols and their salts,1684,3425,5378,5289,5803,4569,5256,4902,2353,6652,,36271,37970,44035,33201,47640,40359,47369,48230,34983,48599,,27308,23960,27354,24282,15974,16596,22979,22624,13960,26895
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",1333,1747,1972,3475,4241,4567,6246,4876,4467,6620,,196396,70595,82489,88957,71625,35838,31511,41171,23935,36310,,67451,77398,76246,72143,56399,61141,89401,110778,129376,167107
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,6560,,631,7745,9956,2808,184,981,886,502,1496,41835,,183618,149904,143426,102408,81995,103468,70841,74751,41281,85400
847989,"Machines and mechanical appliances, n.e.s.",2224,561,2553,2661,2924,4912,4293,5254,6000,6516,,202966,234999,344141,305051,284646,367260,347547,376967,376694,560697,,1969933,2256995,2784714,2649373,1641399,1309548,1233727,1238623,1137278,1418141
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",22714,22501,20535,17277,15651,14288,11727,9413,5973,6436,,342168,380964,341865,279624,242196,226493,194493,138900,64354,71225,,35852,35916,31522,27786,25466,20935,16661,13619,9204,9666
850153,"AC motors, multi-phase, of an output > 75 kW",0,654,673,726,16,555,496,297,164,6290,,24518,31939,23685,43023,29979,36391,46910,62149,50218,50740,,167941,187953,177577,280418,100824,96538,98617,127473,116077,122058
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",0,0,0,99,284,719,1361,4229,4739,6272,,4423,4408,7394,6468,7477,7510,12960,15166,15112,23786,,6270,5461,5211,7447,11124,15602,15573,15863,18393,19901
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",3660,4702,3575,2658,3257,4461,2653,2206,2591,6248,,257563,332334,337367,340597,268940,329364,421459,484317,415188,486798,,417642,453182,432732,388689,376081,370057,380925,356315,351080,448398
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,8,609,1567,2407,2598,4918,5044,4604,6189,,1129,2050,1444,552,4535,5884,9460,8824,9911,10033,,10242,8848,8697,5212,6750,6730,5874,6042,6897,6946
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",2390,1635,2482,1994,3477,2155,2099,3899,3053,6131,,489952,530086,454654,581223,619762,740627,764425,771431,658417,956540,,1581279,2057939,1980838,1924783,1715645,1760895,1865753,1848774,1773763,2096895
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",2082,645,6555,2131,5236,542,2967,4571,2238,6104,,93400,84123,91313,84224,103078,126001,144803,165268,143164,127709,,49090,43314,68521,42116,79912,88617,85644,94278,76971,93383
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,322,363,788,787,685,962,14809,30539,14033,6090,,39667,76052,95323,122131,143719,117716,100257,149664,82757,91367,,386000,427866,448339,477380,450919,532919,628633,663490,576536,646430
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",3062,3008,2989,3301,2090,4713,7059,5084,5781,5935,,308609,367423,337138,294956,287336,378416,476973,456390,394650,517727,,1276587,1448386,1043619,1152056,1188150,1368965,1159705,1013000,937848,1005588
960321,"Tooth brushes, incl. dental-plate brushes",0,4,169,1240,889,2327,4291,5496,5444,5793,,48673,46873,50175,44907,56330,60430,75988,86512,69854,90609,,54270,47989,61830,69821,72404,76844,89366,97337,81304,82421
210690,"Food preparations, n.e.s.",796,691,152,209,160,610,2051,4013,5152,5789,,130304,163391,168442,174761,191194,215421,277178,358210,415972,535211,,692285,776249,901578,915080,1066766,1174692,1380331,1710688,1913551,2166919
730721,Flanges of stainless steel (excluding cast products),3737,2869,5644,4326,4779,4405,9192,8266,5730,5781,,170047,155545,164697,150492,143488,165818,216467,203009,132676,190290,,96223,90438,91771,76015,54632,55571,71573,75941,60216,56904
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",1817,3379,2314,2727,2468,2737,5836,8076,5842,5776,,27683,34511,37927,32724,30917,35369,50138,53509,59171,86398,,93134,95308,96837,94879,89544,94087,106315,91891,77614,113307
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",110,251,1174,637,696,973,1190,1877,4294,5754,,2988,4250,4123,3883,6038,8444,11225,11311,14399,19936,,63712,63787,56167,65832,65530,68906,75236,108075,156994,177332
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",762,1043,833,816,834,1196,1411,4103,7446,5750,,36156,44013,53965,47496,53124,57216,71324,90357,226132,228359,,52260,53026,41503,63470,50671,57148,63412,47512,39374,52339
