Product code,Product label,United States of America's imports from India-Value in 2012,United States of America's imports from India-Value in 2013,United States of America's imports from India-Value in 2014,United States of America's imports from India-Value in 2015,United States of America's imports from India-Value in 2016,United States of America's imports from India-Value in 2017,United States of America's imports from India-Value in 2018,United States of America's imports from India-Value in 2019,United States of America's imports from India-Value in 2020,United States of America's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",410,186,207,382,63,978,1529,301,4693,2317,,247,5470,8536,5273,4466,2295,4118,8586,3440,7895,,272828,239549,297888,391745,407087,415048,669556,625975,562176,554841
950662,Inflatable balls,841,726,969,920,739,824,745,935,858,2317,,25019,30064,35443,25214,16036,15634,21538,18713,12574,19791,,217860,246382,237110,274413,248301,233245,226345,223034,213654,212055
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",363,527,711,524,577,820,896,947,2809,2307,,1385,3214,1862,1272,1285,2226,2389,2747,4122,8486,,16759,16449,17127,17812,17410,19952,23156,27207,31143,49766
500710,Woven fabrics of noil silk,672,701,586,523,449,284,766,1459,1344,2302,,4614,3066,3063,2468,1705,796,6130,1321,744,2164,,3908,2763,2800,3084,2943,2654,3452,3702,2475,3679
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",1341,903,1126,1871,1988,1486,2021,2102,1861,2296,,3922,3937,5728,6073,7229,5874,8760,8188,5763,6708,,42736,43797,49133,55306,50352,51629,49415,44082,56020,67138
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",518,646,631,360,376,849,3842,2448,1467,2288,,5243,4975,3778,3656,6286,3908,3528,5179,3829,6447,,13184,14042,13279,11952,10231,15758,17450,10625,11297,12928
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2082,3488,14970,5026,0,54,95,3,131,2287,,118497,177718,146139,115182,135997,193148,146519,78731,72110,240882,,417868,481761,695001,601482,571240,747523,640843,391102,346001,961320
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",10,44,54,0,228,346,0,108,226,2278,,33,15,13,6,190,236,3,286,165,2656,,1630,2483,6083,5101,2958,3171,3449,2688,3174,3806
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2291,7840,4463,0,149,0,0,0,25,2277,,45406,77455,57703,38960,27638,60211,47641,61588,77132,155103,,519681,564184,720866,764475,750971,841719,739193,736481,699709,907666
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,1758,2059,3471,5746,2274,,0,0,0,0,0,2230,2789,2923,869,1223,,0,0,0,0,0,4886,7237,9002,11587,27412
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",522,473,1296,1430,2462,11112,621,523,4811,2266,,105476,136070,140394,142046,149640,109536,211631,143849,92061,76013,,152887,111966,141820,203319,212288,198097,161042,116384,204190,109173
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",846,385,8501,854,586,638,2866,1865,1802,2265,,6828,17853,15215,13620,16413,16148,20438,20853,24625,29378,,970096,964801,925872,908926,826327,836435,932608,1012931,956468,1079279
300212,Antisera and other blood fractions,0,0,0,0,0,978,2184,3046,4478,2263,,0,0,0,0,0,32077,55730,58797,69106,67717,,0,0,0,0,0,5280906,5714407,5629771,5826529,5402681
283650,Calcium carbonate,1364,1264,979,502,369,442,462,662,762,2260,,13665,16768,18294,15577,14410,15148,16640,18377,17942,25107,,27318,26553,29381,29026,29299,28653,29606,29263,27965,29622
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",27,122,125,521,283,262,1474,544,800,2258,,1027,706,3457,2802,3803,5022,19469,44709,22219,24909,,1217946,1440768,1682427,1752845,1715584,1613558,1711835,1890459,1477437,1313729
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",211,566,444,260,882,4295,2666,2070,1168,2248,,9622,9245,7040,4357,8778,19246,15780,15238,13377,17037,,528332,579124,637628,691880,777935,982930,1028077,993168,899726,1155903
940430,"Sleeping bags, whether or non-electrically heated",387,294,776,884,1254,509,851,450,1380,2246,,6209,5921,8946,6462,4804,7862,10226,12956,13138,17123,,100571,105656,126898,150773,140871,140572,136768,133252,118699,183844
293627,"Vitamin C and its derivatives, used primarily as vitamins",131,165,149,287,170,121,124,309,1486,2245,,1845,2046,2254,2379,2022,4074,4703,5917,8189,10633,,159913,148435,153211,157298,148602,228467,272586,153788,274131,251826
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",306,243,677,846,617,892,953,1052,1000,2230,,28912,29657,25247,23311,27428,29821,21774,20582,10120,10556,,6723,8519,10782,13731,12936,10713,11034,7785,7192,10061
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",87,115,203,92,46,101,100,267,1324,2207,,19150,22489,20595,29796,12030,12857,16582,19607,26705,29560,,174,2466,860,1184,892,2131,1760,2288,4773,3871
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,38,4,31,2193,,294,286,277,108,185,512,165,317,291,2599,,32627,36472,48623,44547,46363,53357,53274,53692,39192,55052
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",201,421,84,33,33,24,810,1921,3034,2192,,2673,4212,4357,3595,3940,3373,5493,10132,8843,9711,,19500,15993,16644,15176,14157,15412,13666,14767,12170,12809
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",10,3,3,0,37,9,13,605,1876,2192,,45136,53114,56702,43905,43668,50893,46628,47147,43652,67894,,1655041,1518500,1554409,1724091,1465926,1421465,1597787,1285776,1499491,2151938
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",2905,2503,1626,1500,1242,1374,1732,3312,1773,2190,,103,1106,324,400,953,131,512,447,449,1681,,53010,53080,63021,54540,50666,40602,42453,42771,28389,41319
847420,Crushing or grinding machines for solid mineral substances,182,467,965,485,439,1186,547,856,465,2187,,39591,54458,64098,56827,58311,79050,105495,137639,73051,93297,,206869,199624,212829,237626,254549,254066,277774,286541,217896,293454
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",4287,3596,3892,3350,2454,1566,1750,1555,1259,2185,,19156,13408,10712,18807,20326,16825,14302,18435,13110,13245,,18858,15685,15714,13516,11254,10486,9935,7578,4343,5790
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,5,211,995,614,200,545,903,2746,2055,2184,,10865,12889,12622,12183,12125,8566,9229,8360,8572,8419,,133865,114579,109266,108442,128664,93032,126959,118257,87594,106817
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",2439,314,827,837,176,1430,1019,2020,2082,2177,,15589,17173,19752,20301,36054,24007,19824,30219,21495,28312,,166753,145086,185721,197836,194469,143429,161718,203844,162648,186515
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,2289,1825,1472,1345,1485,1475,1299,1758,326,2173,,0,3506,4859,5143,6397,2336,2131,2669,1273,1836,,786891,723959,639604,807430,725037,629609,671979,681750,672762,802381
491199,"Printed matter, n.e.s.",2217,1523,1155,1736,1461,1425,2157,3184,3031,2169,,28371,14085,27572,15695,16008,19851,22960,23971,16184,13710,,482658,526826,574728,688921,650016,653520,676866,735711,643229,809896
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,221,643,822,842,3010,945,749,674,1135,2157,,13905,16197,17352,16982,14729,18422,18872,18678,18799,27528,,45150,64142,63228,66074,73907,55743,52620,58829,57657,74278
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",3589,1168,806,624,641,617,713,938,581,2135,,2975,5852,5818,4706,6550,8612,10787,11376,7525,13688,,152339,147441,146587,132825,151249,166714,185869,178939,165728,190521
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",593,463,573,1143,1039,1563,2054,2077,1319,2132,,525,373,499,193,650,973,2850,489,486,790,,466091,468073,533701,579928,497888,486616,512773,554553,408322,529896
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",51,344,785,1917,1566,658,645,1754,1400,2118,,1396,1579,1618,2743,2292,2956,5734,5637,1455,2986,,411143,305979,344856,286408,184324,203099,252402,222996,146576,202967
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",906,731,951,887,857,571,952,975,1273,2102,,1762,2828,1820,2609,2067,3354,4694,8986,5804,21994,,1664214,1800293,1907884,2187321,2224704,2465343,2556031,2715548,2799204,2907857
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,46,0,28,15,0,30,267,2095,,13359,5303,3914,1,59,11,23,53,448,1833,,323973,385020,334813,113917,52847,60059,64621,29325,23151,49889
930591,"Parts and accessories of military weapons of heading 9301, n.e.s.",51,43,47,59,86,42,443,1075,775,2092,,784,577,17,652,1019,1180,15088,7479,0,6419,,295747,268162,153223,226889,138548,156543,199917,260269,253259,264553
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",1137,630,1439,1428,632,1244,1985,1949,1456,2091,,4889,5171,6079,4866,5024,5504,7403,7235,4456,8090,,156002,114764,116372,92731,71526,91005,117509,113953,93836,117777
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",1979,1240,1483,1522,1515,1339,2470,2595,2242,2087,,12562,15879,22234,28970,28089,35590,18627,18148,11925,10764,,96051,104558,100696,133714,176863,224083,273024,248050,219588,322758
390230,"Propylene copolymers, in primary forms",0,113,0,173,52,8,308,0,581,2084,,4629,4752,8883,4711,13790,10785,17932,23701,63478,57885,,177560,224229,290810,278876,368429,315057,517427,426948,307462,701216
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",1409,1244,1459,1192,1209,1018,813,1259,1298,2076,,4206,4337,5029,4768,4693,3931,3103,5256,4140,3891,,7437,6691,8033,8167,6070,5004,4594,7310,7555,12267
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",2721,2436,2787,3544,4155,3591,2962,2178,1394,2066,,3593,4569,4293,4502,4317,7970,5427,2817,2159,1900,,116000,104183,112571,108395,103318,100193,114186,108571,62723,65250
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",2877,2750,4110,3527,3248,3105,2944,2220,1121,2064,,1339,1520,1263,3720,7137,8612,6808,7907,4483,7645,,325744,383202,476999,550889,619977,657292,726509,778332,649312,786879
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",2688,1129,988,2155,2416,1380,1791,2312,1638,2060,,3463,1396,1024,2605,2490,3233,2942,4243,2886,3476,,254794,209974,308499,380990,300233,288702,325454,380246,247288,258762
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),44,0,0,37,0,28,718,29,164,2049,,9878,9698,9348,6936,8235,15236,24213,19520,16132,18999,,3503,6911,42036,9875,23747,41068,161039,57959,29278,78041
720221,"Ferro-silicon, containing by weight > 55% of silicon",463,937,2346,1451,783,1507,1788,1366,651,2047,,31748,44524,72193,46174,16871,20156,38678,23031,13076,31701,,309149,287203,352540,293896,243997,266164,310705,252127,231354,412326
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",704,1088,1202,2327,2272,1811,1797,2226,1391,2043,,30339,37891,39140,36911,37239,37075,36486,38942,36085,49061,,251520,266495,254929,253079,253245,250075,262359,203650,133177,131830
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",148,157,691,350,237,1519,420,709,547,2037,,682,478,591,394,492,1223,409,325,472,624,,184711,204337,226539,232621,200861,189016,190484,211575,199324,238895
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",5373,3989,6459,3690,3274,5986,7557,6018,2377,2037,,112989,103750,152851,108849,153486,131173,113309,74434,72156,95960,,54054,45635,63564,56593,50108,54097,50233,45592,59824,72671
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",111,1263,3331,1403,1141,558,375,943,2202,2036,,119,376,1374,3867,2397,2666,3282,3247,3776,6090,,63054,85931,97765,91965,92080,93106,96671,120315,118496,152828
903010,Instruments and apparatus for measuring or detecting ionising radiations,5911,4766,3520,3269,3537,4547,5398,2400,1752,2035,,7473,9240,9962,9999,14092,12266,15519,12714,9532,13419,,236197,197643,210034,206377,196831,204217,238108,274289,227122,287821
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",2618,1328,2170,2378,2531,2401,3994,3255,2942,2029,,9186,11174,12260,15065,12897,14955,23041,23217,23321,51074,,312359,314557,321069,333270,338976,363397,367225,373191,337934,425304
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",244,376,365,356,390,521,1084,508,1191,2026,,6230,8380,9976,8357,8540,7687,8547,12419,8067,9865,,447311,502586,569943,745622,1045936,1181568,1123150,949215,864996,992793
750522,Wire of nickel alloys (excluding electrically insulated products),2334,1868,2448,2303,1772,1695,2455,1927,1013,2014,,9800,8288,9123,9181,6852,7648,11867,13482,11102,20902,,183701,168112,172721,147838,98150,143691,155281,153350,124239,163856
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",157,145,475,284,1165,2082,5251,2105,2456,2009,,5104,5993,6327,14082,16506,10404,23954,15086,24560,73017,,4712,6875,7212,6526,7146,6902,8388,3519,7564,7016
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",2,0,0,0,378,62,39,0,256,2007,,135,0,1092,663,58,43,504,1659,26854,32058,,90319,86604,80643,66414,46266,53536,51961,50682,34555,31804
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",836,1437,1997,2262,1938,1748,1650,1713,1094,2006,,5336,3842,3180,1301,948,1728,1875,2770,2613,6408,,25894,28160,29280,26505,23037,21464,22680,19928,12442,17982
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),2125,3430,4112,2852,2832,1352,1084,1399,1361,2005,,3399,5861,8058,4947,3123,3175,2846,2091,2088,3361,,25783,31861,32448,30884,26402,21911,21713,16216,10551,17153
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",1293,1832,2147,1914,2031,1867,1766,1532,1327,2003,,110935,156725,154135,146708,166578,151618,125183,124770,75017,112317,,73911,90844,97251,109564,89580,88529,90968,76666,63029,66601
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),3664,1977,5612,5865,3293,3716,2250,2089,1377,2001,,242134,333515,369347,292214,283382,317882,326149,270501,203847,236068,,179203,173900,154960,150420,126394,122934,100446,98961,65466,95757
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",30,183,281,334,326,262,350,421,87,1997,,2578,1068,1484,1252,1632,1596,2383,2583,1766,3068,,121087,115712,146998,168388,155139,164236,233170,202221,132023,162347
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",123,53,134,107,172,156,272,296,135,1996,,423,401,618,916,1741,8741,18436,26130,27925,45539,,11166,13424,13709,5952,4826,3345,5566,8271,2577,6364
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,73,18,62,1993,,0,0,0,0,0,78,285,237,220,1833,,0,0,0,0,0,0,365774,1173905,1276894,1912624
284161,Potassium permanganate,4646,4051,4757,2490,1862,2341,3926,3203,1799,1992,,5392,6410,5977,3996,4993,4898,6546,8689,7079,10459,,4859,4051,4812,2513,1927,2503,4014,3256,1931,2170
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",1487,1331,1823,1359,844,1457,1541,1545,1107,1983,,2368,2446,2153,1511,1553,1785,1668,1984,1009,2749,,202492,170810,182419,130100,101945,138108,159559,144215,88054,139412
283110,Dithionite and sulfoxylate of sodium,2935,3004,2739,1872,2253,1773,1796,2279,1451,1973,,24808,26953,30714,20755,23870,32963,38064,37205,26386,43073,,22519,22756,18983,13928,13045,13045,12885,12596,11578,14153
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",189,187,418,663,306,264,592,2084,1978,1971,,5106,7311,7589,6839,6443,8753,10790,10653,7134,5332,,6103,5366,6549,7761,6658,6594,8429,16566,13769,17342
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,2230,1959,561,1415,1969,,0,0,0,0,0,544,2901,8305,2988,8083,,0,0,0,0,0,5496265,5651546,6124508,5849909,7833725
730120,"Angles, shapes and sections, of iron or steel, welded",474,875,492,199,397,189,1374,13983,1538,1964,,4811,5865,4187,4617,5476,4570,6722,6688,5937,9908,,33212,48715,27201,24448,24012,25237,25878,34999,15140,19187
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",1284,886,370,525,504,632,1148,1750,1543,1961,,32883,42288,40910,49782,41398,42176,53585,58158,57194,87867,,167125,266130,241110,203826,137001,195320,268074,148248,140199,168390
